id,user_id,brand,model,release_year,vin,plate
335,666,Rolls-Royce,Wraith,2005,WHUBD7XDHBIVH96WC,К920УЕ653
336,83,Hyundai,Solaris,1981,Y7QEIGXGKF5HCF4OG,Н308ОМ195
337,966,Volkswagen,Passat,2006,SLWSWLQF1VA0GE721,Р848МЕ673
338,770,Cadillac,CTS,1984,O5T4XORJ37J4JTGLT,О207ОК581
339,968,Rolls-Royce,Phantom,2019,GHZROO0O10L8B3RU0,К717ЕВ206
340,698,Cadillac,ATS,2007,5CB851YXMCTYFTFRX,К725ОН640
341,537,Lincoln,Corsair,2008,H32YWWAZKFXFVQL18,Х542СА302
342,610,BMW,M3,1984,SUYVS13VV5CW906QU,Т976ХВ593
343,272,Kia,Sorento,2005,FSWS4EPBBA79TF1UZ,В402ВУ659
344,641,Audi,A5,1993,LMJY9ISNLQQ4P4NVX,У124РВ200
345,383,Ford,F-150,2014,7MP9GX4DRWBSF8QMU,Н472ХУ247
346,811,Mercedes-Benz,GLA,1991,NXKPTTHYAW91ZFPVN,Р534РК201
347,852,Skoda,Superb,2009,6VVP8UBNL1GW3E3SK,Н281УУ486
348,766,Audi,RS6,1996,FBX3HK2S2QSWSUSEC,Р264УЕ187
349,20,Lada,2107,2006,UCZI7PX59L4B0JDZD,А909ТР208
350,100,Lincoln,Navigator,2010,I6OFUY6T355TIKRFV,Х745ОМ499
351,606,BMW,M3,2002,49DE3CP4EO3VO9A5I,Т120ЕВ459
352,701,Porsche,911,1990,N14I8IDOP9BDRUUMG,Р471ТО138
353,992,Kia,Sportage,2022,3ZDD41MVYN1Q0EBT9,М869ВТ434
354,550,Dodge,Journey,2016,C4FPIH3HUJ3DO4AC8,М907НУ483
355,862,Ford,Explorer,1987,11HL3661U7J56LUWM,Е872МА537
356,529,Lada,Niva,2023,V9LT2DTH578NT7YQB,М654КХ212
357,247,Ford,F-150,1993,V33SDDKEW0Q0HP1AH,В337УМ103
358,596,Audi,RS7,2019,6LWPAXHCA8Q2M24ZI,О651ВН64
359,892,BMW,M8,1986,ED5VSZ0K4OHIDK42S,О421ЕХ445
360,615,Hyundai,Santa Fe,1988,XPIOPWQ5ZJJO0IWVL,Х370ЕН365
361,658,Rolls-Royce,Ghost,2022,87FYT26CK10WXLXYQ,С337МВ403
362,377,Cadillac,XT5,2023,NPHUC45K44TTQQ9L4,Р499ХУ411
363,443,Hyundai,Elantra,2021,0MV9PKFXHBY3Z17YP,М720УВ107
364,484,Toyota,Corolla,1982,JHW8GXBE1ZS1BLPVF,Е263ВК79
365,689,Cadillac,ATS,2012,0B4FKOVEGSQL0NI0J,Н486ЕВ125
366,431,Audi,A3,1986,A47NZ1A6B0WE2N2MI,У174МА643
367,805,Cadillac,XT6,1994,INOJJMPX2ICZCU1JL,К534УО736
368,78,Dodge,Ram,1991,BNI8CFMH0COBPIVKZ,В898ВК319
369,233,Skoda,Octavia,1985,P05UL3XI9DTE197D3,К441СР594
370,134,Rolls-Royce,Phantom,2021,P3W6Q6UY3MXTWZD4H,О526ВО08
371,311,Audi,A5,1987,BJMQ5L3UZR1KTI4K1,Р984ОХ502
372,221,Kia,Rio,2004,9CSRLQQ7K5C703BZ8,В919АО656
373,293,Mercedes-Benz,S-Class,2022,CUVCHUW99R3ZMQIF5,Н495ЕА612
374,91,Kia,Sportage,2007,GR2TAXFZALDRT3L7H,У876НМ495
375,227,Lada,2109,1980,Z4Y8GH8CWGLNUB3AL,В280ЕВ85
376,626,Rolls-Royce,Wraith,2001,IZC89JXPY118R6X5R,Т193ВА442
377,811,Volkswagen,Golf,2018,VELEQ7NY8FU8SLK4U,М965ЕХ79
378,780,Dodge,Charger,2007,HUAK34FSJJCO0OPOT,Н812ХТ18
379,494,Ford,Explorer,2015,YMM8CX860CS6GYOOL,О872ТР121
380,527,Dodge,Journey,1986,XQYNXLDR3DW07XX4R,Н656ЕУ254
381,629,Ford,Mustang,2006,A6B8JX65CB3J2G5OD,С885АТ16
382,483,Lada,Vesta,1998,LWIBOTUNJAKSGOHLU,Т855АС632
383,567,BMW,M7,2016,IYQTHRJH0EUF3ZKLG,У693НХ351
384,814,Mercedes-Benz,A-Class,1981,L490PYB8LE81WFS41,С194ЕВ475
385,717,Porsche,Cayenne,1980,2VOZLDRW9O4GF8TRZ,С764АР577
386,281,Mercedes-Benz,AMG GT,1981,1KV0S45LCPL0V1ZKP,Т748УН89
387,3,Toyota,Corolla,2009,GCJMVSI4ZG6BSW0FB,Т367АТ732
388,377,Porsche,Cayenne,2017,FX11HHINQTVXDGJH3,С374НВ211
389,100,Nissan,X-Trail,2014,4IBNULK042FL7OKA2,В145ХО134
390,813,Lincoln,Continental,2000,SGCTXN4CLWJLP9XI8,С144ММ416
391,340,Porsche,Panamera,1987,9A03QFLHVJYKCP1TV,О385АК479
392,897,Porsche,Panamera,2018,JJKFAPCC88SKBOBYX,О651ЕМ553
393,443,Lincoln,Aviator,1992,HQP7TIKFY9V4QFDIW,С633СТ32
394,435,Nissan,Teana,1986,QMON1AZ2EQ2BACVP9,С803ВЕ619
395,723,Mercedes-Benz,GLC,2006,ZXI6GG9SJK25PZLSI,О805МТ405
396,907,Volkswagen,Passat,2003,HHTVPB0HV1AZF7J6K,Е442УЕ521
397,741,Toyota,Land Cruiser,2018,IEPIFYT7BAZZGRMLD,Е961ВР17
398,426,Nissan,Murano,1982,V4XL8V6VN12AD5FSN,Т228УН270
399,71,Porsche,Cayenne,1981,AHPC0I7SBCBLZBT4E,Т439ЕУ791
400,576,Skoda,Superb,2011,GARAMLZ2LZ65ZZL12,Р604НК169
401,299,Lincoln,Corsair,1993,7OCMM0TR64R2BND3I,Р740АЕ619
402,455,Skoda,Yetti,1980,P3NJ152K40IG8C4L2,Х558КУ296
403,979,Mercedes-Benz,E-Class,1980,K5GHHT3CXGQLIX9XE,К995МО667
404,557,Mercedes-Benz,S-Class,2008,99I8VXR43HDU7TYUW,Р402ТУ560
405,721,Cadillac,XT5,2010,RWXA3K0U1X5ZT3BFF,С702СК387
406,588,Dodge,Challenger,1992,EXJ9LEY9N7L9IO2C1,С976РХ600
407,586,Mercedes-Benz,G-Class,2014,TBG9XFJUVOJC9VUHF,Р789ВН147
408,193,Audi,A5,1998,8BMTQE8RQJ31YMY7S,Т838ЕО191
409,551,Toyota,Corolla,2002,2LZVS5V8FQRJ885F7,С864СТ78
410,919,Audi,Q3,1991,I61WYK25VCFND69RV,Т262ТК82
411,535,Ford,Mustang,1994,RJ12DORSZP3WJ25D6,Р618КЕ10
412,405,Audi,Q5,1990,N7B9MIUMBO8UBDZPR,Р360РН33
413,782,Rolls-Royce,Phantom,2001,H8QI5YJ68YE9W4183,Т440ЕК473
414,713,Skoda,Octavia,2011,KYMELTTK9NQ25MQ2L,С605ЕА297
415,738,Volkswagen,Passat,2011,GA9KG5VHBHICK5CX2,О279СУ22
416,556,Rolls-Royce,Cullinan,2024,TBNL098KCFRWBURVR,С704КТ184
417,440,Kia,Rio,1992,SJYFEB8DPI7OMPMAE,М637МЕ369
418,885,Cadillac,XT5,2016,LVOP8ID205T8DKTKL,О238ТМ675
419,525,Audi,A8,1990,4JV7GCE6NM2WZE7TI,Е926НУ711
420,597,Ford,Explorer,1993,6PU729WMGQ9PRY7QW,Х291КМ108
421,526,Nissan,X-Trail,2003,EVRB01PQC6WIO5QEK,Х833АК577
422,605,Cadillac,XT5,2012,5M9PNLLQB1AUA4QXF,В360ЕС369
423,475,Hyundai,Elantra,2002,AN2MMF8W876MXD6AP,А574РМ775
424,535,BMW,X6,2014,7JJ55Z1CBBEOBIT57,Н202МТ484
425,612,Lada,2114,2011,6K8EBSBRUQCZ3B82V,А679СО138
426,693,Toyota,Land Cruiser,1998,EYXPBDPIJONQY7IL3,Х835КУ385
427,232,Toyota,Land Cruiser,2000,TA4MZJOP9AJ82P5N0,Р708ВС474
428,358,Porsche,911,2010,FX0A6NMIS048UD2OJ,О338СС759
429,184,Lincoln,Continental,2003,80ZGE558TXFPW0SZ7,Е673АХ245
430,540,Toyota,Land Cruiser,1992,W9IIKIREYN4DS2471,Н396ХС530
431,17,Lincoln,MKZ,2002,GUMT7LFQS5CWCCSZA,Н691УВ449
432,704,Dodge,Ram,2012,PTK3Z7OWMUB50FQ9U,У789СТ36
433,651,Ford,Mustang,1982,LNTCIG022LE9HA8YQ,М482ЕЕ155
434,195,Porsche,Panamera,1983,U532MZ3GQPE5VUFY7,Н598НА465
435,342,Rolls-Royce,Ghost,1983,8RHERYDQMDEJ03AYB,О367СС237
436,451,Ford,F-150,1993,2HURMR90M0A65NQLT,Р255МУ545
437,5,Audi,Q1,2021,CURLJAV7I1GVZK53T,У340НК215
438,114,Toyota,Camry,1997,X1CI4LLA7U9I2YBKW,А961СН743
439,938,Porsche,911,2011,5FBO9PUIELRF5M0BP,Т386РХ148
440,700,Volkswagen,Tiguan,1980,ETRC0Z7XK9AF4T48V,Т393УТ469
441,40,Dodge,Charger,2014,2EJEKYOA8A0E5USN7,Т585АК634
442,160,Cadillac,XT5,2022,PW6WRZ6ZIYA9KKXSC,С303РС112
443,782,Lada,2104,2010,ZHYJMATTLQU06LWYC,Х207ТЕ31
444,989,Nissan,Teana,1986,F1RZ00UCAHFW0GEQ8,В598КЕ462
445,154,Dodge,Charger,2019,HYWQKP2GU4YFZWHNY,Р400НС188
446,628,Toyota,Land Cruiser,2022,K709ENV97QA2V3HAK,У528ХТ718
447,65,Skoda,Kodiaq,1993,S0ARMYAVG0N7XY8KV,Е261КА198
448,12,BMW,M8,1980,F247NYSC0SD24YUYW,Х761МХ164
449,872,Nissan,Teana,2009,2XXJU11AFZQNSRWWB,Н670АЕ702
450,328,Cadillac,XT5,1980,956FSJ08RGJDJ8Y5U,М173МЕ301
451,213,Porsche,911,1996,SJK9LG5AHI24Y8DW9,М580ХН317
452,636,Volkswagen,Golf,1994,N6WUUNUEAZKCJDC9J,Т974НЕ69
453,725,Volkswagen,Passat,2020,QPB4X2TQQDFJLDFXZ,Р275МН731
454,290,Lada,2107,2004,QNA8DS31DHYJ4DTTV,Р467АТ511
455,830,Toyota,Corolla,2024,OYV9UETI2HF7VOS20,Е161РТ53
456,978,Toyota,Land Cruiser,1987,FXCVPOGNTLFPR57HX,С353НН415
457,268,Cadillac,XT6,1988,U8UFQT61CWQ8VKPIR,Т654ВР563
458,954,Toyota,Camry,2004,ZPP3H5MM5AV61E50J,О450МА145
459,100,Dodge,Charger,2010,RG74CFWKRE9RAEEYQ,М752УН555
460,735,Cadillac,Escalade,2011,SSWU0YS7RS1PQRGGL,Т548УР704
461,806,Nissan,X-Trail,2011,EF519RUIVW4149X22,Н679ЕТ693
462,177,Kia,Ceed,1993,DTVETNQ9HCX2AAR0X,Н111ЕН752
463,23,Volkswagen,Polo,2021,6T0PH8LPQGRQAJZ9C,В792СС149
464,242,Ford,F-150,1987,7NB8OAO1Q5MTN0BHB,Р510РН13
465,32,Lincoln,Aviator,1994,YTFGQ6WDBFNN9KYW6,Н852СТ309
466,970,Volkswagen,Polo,1994,GQ693HB04CY46UDMY,Х834ХР396
467,646,Cadillac,CTS,2002,J6SY1RXUN0YL01WXH,В712КН709
468,141,Rolls-Royce,Ghost,1988,I9KI7ZG7B9P9PB2B8,В168ОТ716
469,592,Toyota,Corolla,2023,KQ598H4YKDCU53LRC,В232НО562
470,635,Audi,A3,1997,D97PRW9KOG6SP6X8R,А997АМ698
471,664,Lada,2115,1998,59YIWJHWCQXBI416J,Х578ТР138
472,419,Hyundai,Tucson,1988,E0Q72O9F00VGO4S97,Т532ММ276
473,374,Hyundai,Solaris,2002,ZYE8KG2GOUP3PVEHJ,М226КА111
474,727,Nissan,Teana,1990,MNNPVUTVC9EO1RQJX,У824СН693
475,108,Lincoln,Navigator,1981,JSRS4AVH88K9GZMBJ,Н594ХВ528
476,306,Skoda,Karoq,2014,IMK5YA398AGEHLDBA,К728ОХ299
477,134,Kia,Rio,2003,PZXACN9J39RRCH4S1,В305ТН165
478,332,Lincoln,Aviator,1987,UGSWXTMNZ4OZY8CYK,Е121ОК622
479,623,Skoda,Yetti,1982,053KRXJJCRQ2E2SDM,К661ОМ771
480,423,Audi,RS8,1983,FMJ46M4IW7MWU9BCL,А182РУ436
481,955,Nissan,Qashqai,1982,CBRJ54OMT3IWXFI6Q,Х565ЕА279
482,856,Audi,RS3,1998,FGTY8S7JK2UVE4YP2,М602ОА371
483,613,Dodge,Charger,2024,UYGD7QC3ZT4VLV90M,Н739КН454
484,464,Skoda,Superb,2004,LQB2B07S50H3I5ZCA,Р937ВМ90
485,57,BMW,M8,1988,J7M83YXJZ2ECVZCXL,Е309УС474
486,738,Kia,Ceed,2012,H6D74LQCQAYY3JC6J,А562ТЕ679
487,577,Kia,Sportage,2000,46V2VGY8RUNP8YH9G,М143СО410
488,114,Porsche,Panamera,2013,TTWWYNMQS831TXECW,Е606СА556
489,979,Cadillac,XT5,2020,X7IBME3SFKQ25AV3Z,К728РВ593
490,486,Skoda,Kodiaq,2013,AI8CVFP14ZKEGHY0W,Р231РМ172
491,7,Mercedes-Benz,GLE,2007,DX52FTN4D7ALCZCYF,К846РВ548
492,194,BMW,M7,2003,2OSD0K2XWN8ZN4X1T,Е402КХ704
493,100,Rolls-Royce,Ghost,2024,A7PW185VKACBUE124,С853МЕ743
494,515,Dodge,Challenger,2013,89XP03RPECE6ECOG4,Е661УН485
495,78,BMW,M6,2012,61NA1ZNTN7C28N1OD,С892АМ18
496,750,Dodge,Ram,1980,9L0DBOSR5L0MY4JQ4,М995РЕ182
497,74,Dodge,Challenger,2013,265DHJT8D8RL2YOCA,К521ЕХ203
498,676,BMW,5 Series,2012,2KJ41MUD96FJE28WN,Т710АХ150
499,37,Cadillac,XT5,1994,VHM2WVGWFKRRFPT8P,А456ХН643
500,191,Hyundai,Elantra,2001,52T8NZ1AJ06GDTYQ0,Е283РУ517
501,167,Dodge,Charger,1999,YGT9HROMIMPU2D4V8,А931ВУ705
502,528,Hyundai,Santa Fe,2023,ONOJU82XRY8C5RQQB,С344ЕН749
503,510,BMW,7 Series,1994,ZCIKBSNUILXTMF9P1,М426КУ486
504,417,Dodge,Ram,2019,56TZ05WVYNRFEAI4W,Х602ОТ486
505,931,Kia,Sportage,1995,E1TL9SDES0Q8CTL5Q,О302НУ113
506,431,Toyota,Corolla,2012,E68M126AHSG7FYRD1,Т538СН211
507,224,Porsche,Cayenne,2023,WXY21Q77J3G6OCA8T,Т893УР126
508,762,Lada,2115,1990,WYKBP2AB2BALDO3NP,К941ЕЕ100
509,828,Toyota,Camry,2006,FO96EGM82UH0EX2JC,Т442МС612
510,409,Ford,Mustang,2002,6SNGJL52T9C0FTQ9D,А484ТХ780
511,121,Rolls-Royce,Wraith,2017,QHXA9W2KV0M3110ZN,А975ТС227
512,848,Dodge,Challenger,2014,6OD0W4TJ2QS8WPNRR,К924ВО513
513,64,Lincoln,Navigator,2022,MZP5A6MBRSORR54N8,У284КО259
514,736,Toyota,Land Cruiser,2016,P6PLH3HVC5J4UCYUF,С124МЕ123
515,917,BMW,M5,1996,01LKMX85N0RRMINKC,А486ТК25
516,771,Hyundai,Tucson,2022,5AQM5NW3Z8KW0K43B,О502НХ495
517,861,BMW,X6,2021,QSPWBZAGV52E4NVRK,А622ХА321
518,333,Hyundai,Tucson,2023,93ELNKD9M251ND0GO,О231МЕ109
519,865,Porsche,911,2014,P05K4NYF6Z34V6I1K,О290СН80
520,464,Ford,Mondeo,2023,W62YW09UEF3E42UF3,В594КС587
521,551,Toyota,Camry,2000,59QBW2G50FKMGZTC4,М817АВ209
522,561,Volkswagen,Tiguan,2013,ORBT87IXFKHWSZRH2,А612СС327
523,237,BMW,M4,2020,6TJ7VREYNTNV9MF3M,С492ЕК515
524,365,Rolls-Royce,Wraith,2023,NVH9Z9TIMDA8OTL70,К835НС271
525,627,Audi,A7,1983,8YO7UBM5EUHDR6HKV,Н764ТН167
526,489,BMW,M8,1989,ILO5QZ3C9GAR7DHU4,В503АТ795
527,120,Skoda,Octavia,1997,YX8RNWN057R7H0DWE,А476ТТ101
528,958,Audi,Q2,2020,897BPDNDZAOL31OSB,Т854СВ321
529,216,Porsche,Macan,1990,25AANAYY8MWOBRMJ0,Н819ЕВ329
530,376,Cadillac,CTS,2007,6O0N4XI8D282SJL81,Е820КН126
531,124,Volkswagen,Polo,1998,BFDMKVJEQSDXJXUMO,С301УВ369
532,205,Porsche,911,2014,AIMOHHH75KUH37DJT,Р188ХО599
533,467,Dodge,Charger,1991,BCNJSAHXNA1C9960I,Т951МК106
534,207,Volkswagen,Golf,2022,81FBD9YTAZN0CVV0B,Н125ВА443
535,733,Lada,2106,1994,XPGYQOA2N4R9UPDYD,К576СВ789
536,790,Dodge,Journey,1980,H64RP1RCBNK73CFG8,Н220ВА107
537,281,Volkswagen,Polo,2012,ZVWA1X8MO637TURLB,Х922ЕВ550
538,536,Lincoln,Continental,1991,I2PR0DFCURGUW7Y3Q,Р397ХА632
539,878,Skoda,Octavia,2022,O7WNQFDWJXIFYFSX1,Е255УС43
540,872,Mercedes-Benz,AMG GT,2001,APPEA0HUAEQZMB9K4,Р313МО21
541,471,Lincoln,Continental,2018,8AIB92SVXQ6RUXZ64,А166ЕА148
542,591,Nissan,Qashqai,1999,U7SVDXMC4LA58GFRZ,Т680АВ695
543,579,Hyundai,Tucson,1990,491JECYBB9ABA6OOO,У167ОР27
544,387,Hyundai,Elantra,1980,209DJKK15ATTA7QAX,О383ЕМ216
545,768,Skoda,Yetti,2019,OPTR6V8W4LSB117V0,А607КУ674
546,617,Hyundai,Tucson,2002,V1V6I5C8610JR7D7P,В110АН26
547,636,Ford,F-150,1985,BZ5TI3LGMK2KZWTBN,О216МВ278
548,570,Audi,Q1,2021,W4YRHAN9FUCF2RK8S,У527ТТ286
549,398,Cadillac,CTS,1989,HF15NWKQIH9UZFERG,М400КР498
550,475,Lada,2109,1992,LJ00I9GEIUZESSZ8J,Р858ВХ191
551,790,Skoda,Kodiaq,2022,5N5VBM8WGMZQVL6Y3,Р839ОМ103
552,49,Cadillac,Escalade,2018,A7EYQ9462G6NHSSQX,А232НО44
553,108,Volkswagen,Tiguan,1983,CFBGXA3W7E6CSQW6X,А402СТ298
554,153,Porsche,Macan,2013,42M872OBNCPMY7LT6,К467НВ186
555,781,Cadillac,ATS,1991,IUDAE7HNHEFFTDXWH,О535РУ551
556,530,Skoda,Superb,2003,KPRI7S4ETX49N2O02,У147КН95
557,725,Kia,Sorento,1989,YBDHWS7YQFEASWSWY,В845РС63
558,964,Cadillac,CTS,1982,SLYCMTLC5B1SP9M25,В178ХО541
559,841,Volkswagen,Tiguan,2010,EGGC02FAEYX5QUYRY,В775ВК255
560,510,BMW,3 Series,2011,WNC0KD7CQ3G98X610,Т593ЕВ491
561,743,Skoda,Octavia,1988,QMJD57RVMHNA0PACH,С402ВЕ112
562,813,Hyundai,Elantra,1998,0LL56ZXB2DF2G8KIS,В661УА36
563,635,Ford,Focus,2012,N8MGMZ5WIEJRYROEG,К658ХК576
564,875,Audi,RS7,1998,DYK3VEMYFNMF92M7B,Т845МН402
565,938,Porsche,Cayenne,1990,J1YMCFYQJGU6UE49E,Т920СС512
566,726,Volkswagen,Tiguan,1980,E9A6RWC4SSOBUJWD0,К683ОЕ96
567,951,Cadillac,CTS,2009,6XE0PL4A7VIU0DHKX,В627СТ423
568,6,Ford,F-150,1997,B8NP0XP07QL8D1OJ7,У397ТН136
569,24,Hyundai,Tucson,1981,R7OHYAQ2AXUP4U3F4,Х874КС21
570,852,Audi,RS8,1980,8M9H28ZJZ1YAQ28WL,Х716ОС636
571,924,Rolls-Royce,Phantom,2001,S85FZHBG5F38LBLVR,С102МХ446
572,888,Porsche,Cayenne,1983,4TSCANKT143BI4VWM,В873ЕА548
573,579,Skoda,Yetti,1989,XUVBVF39F8FLZD1GT,Е528ОТ297
574,190,Rolls-Royce,Ghost,2014,DSSJIBA6JV52ZLK77,Х495МВ787
575,290,Rolls-Royce,Phantom,2013,NOQRY0K95TZI677P2,О737РЕ450
576,702,Lada,2104,2014,7SBNKLZEPMS4EPIXD,Х738МВ442
577,279,Dodge,Challenger,2012,KXBYEKRTJDHMXB7HX,Е938АМ196
578,164,Mercedes-Benz,S-Class,1990,5ZBDZVGCDX0T2DALN,А717ОМ369
579,646,Mercedes-Benz,G-Class,1996,VXKOV4KEPY3RH4TSQ,У107КР274
580,864,Volkswagen,Passat,2003,TUNSWE70VHF4ZCPN7,М541ОС201
581,104,Nissan,X-Trail,2019,MFPA64R0QEP3BZLE6,У327КХ635
582,782,Volkswagen,Tiguan,2018,511HSTUBRHZZYRI2P,Р958КВ348
583,758,Volkswagen,Passat,2016,HKM2T0UX9P0QKTAX8,Е384ВТ451
584,256,Lada,2114,1985,6DEFJ45RK7V8B81GU,Н794УК552
585,560,Lincoln,Corsair,2017,W14X8PRW507FBIVRE,Н470АМ470
586,734,Porsche,Cayenne,1999,9NFR7KCYIX3FD9OZ3,У979ЕТ174
587,491,Nissan,Qashqai,1992,6UJENFIAPHNXW0HH0,Е156КВ267
588,265,Kia,Sorento,2005,Q7A6S4ZHOXMRVC40Y,Х902ХЕ25
589,299,Rolls-Royce,Wraith,1986,KKBJRW0MXRDJCZVLJ,О182СС335
590,657,BMW,5 Series,1980,R4Y16K42J7OA70EW8,К677ХТ104
591,426,Skoda,Octavia,1998,RPONN1Z4JCOLHUUKT,В908МК682
592,904,Audi,A3,1997,45L3M197KH6LI4WOP,Р891МЕ332
593,716,Lincoln,Corsair,1997,YZ7FUA21WFTISTG79,М387СХ389
594,52,Lincoln,Corsair,2015,18HSVYBQEYGG3VYMO,Н809ММ382
595,620,Audi,RS6,2006,784O20YBOCQKABJWL,Т761ЕТ359
596,305,Nissan,X-Trail,1988,7KCSU57Q2XDZFWQCW,С723СН211
597,467,Lada,2106,2009,TE06PZXB1J5KIKIEO,С937КЕ458
598,151,Dodge,Ram,2024,ICHXJBHVPAQZ71SPI,Р888УС672
599,437,Kia,Rio,1981,CX7ADSZOC7OA4U2EY,М180ЕУ495
600,973,Audi,Q7,1982,2U1HC8H6HBIEGZR8O,С966ВА725
601,650,Lada,2110,1991,O6A6AIRGQUJOFXTY0,О297АН199
602,865,Hyundai,Solaris,2008,ED7LZ55N8R2YSTH2C,Х396МХ754
603,77,Porsche,Panamera,2021,86JBM6KL8T7RGL8VQ,В774МА115
604,536,Volkswagen,Passat,1996,TAR492WIEVWADPRO8,Т799ТУ601
605,615,Skoda,Karoq,1983,3KH5T5KGLYW2UDAKE,Т526АВ513
606,416,Ford,Explorer,2022,RPGN3OXN36NQG15O4,С673МО580
607,241,Audi,A6,2020,HZY7ZP8FUC0KLRK48,Т563ХК224
608,374,Nissan,Murano,1997,UP8E6OJD2H5X7HDWD,С637УО171
609,585,BMW,M8,2011,OU4I1UMWQ4CRWQ1RE,У352ВЕ351
610,413,Audi,A8,1983,WKXLL11C09CGI3305,К580УР660
611,830,Rolls-Royce,Cullinan,1990,UZTRC0O0J03L54FWN,К356АЕ289
612,833,Nissan,Murano,2017,ZEUNY8Q925OK67HL0,Е635СЕ471
613,758,Volkswagen,Passat,2014,F6FFSB1YBLSU477GP,Т521ХУ380
614,461,Audi,RS7,2005,Z3TZYJJB6357QRMY3,К603АЕ608
615,602,Cadillac,CTS,1994,T3D1CDEVWVXS049AV,В711КК296
616,340,Nissan,Murano,1990,511N22WBBPWPFZ8V6,Н249ВМ270
617,853,Dodge,Ram,2015,JIOZ4H1CWYESO6810,М530ТУ647
618,182,Lincoln,Aviator,2012,7WH1JF06XOAPJGDY4,В249НМ44
619,803,Cadillac,XT5,2010,J35ROTVLCVWKM4G7G,В912ЕК565
620,80,BMW,3 Series,1980,A15JRBL0DHZOAUJU8,М207УВ121
621,393,Hyundai,Santa Fe,2024,KN5LRZ5F3P7163L3D,К153КА65
622,466,Dodge,Charger,2008,S85LL1KL5TG3AAVMU,М886ОН442
623,970,Dodge,Ram,1997,4CSJB896A6N2BT25M,Е906АЕ114
624,705,Dodge,Challenger,2001,A0106J0XD1YOGO14F,Е737КР551
625,446,Porsche,Cayenne,1994,AKR0TX9JJ690XDDQM,У905УН441
626,65,Volkswagen,Golf,2021,CDI70SJ7RFGAA380I,Е984КМ272
627,576,Mercedes-Benz,C-Class,2009,OMA8N1ETP2928RS0L,Х880ТЕ441
628,541,Mercedes-Benz,A-Class,2003,Z2C65831WIQR6BLDG,Х676МВ154
629,973,Ford,Mustang,2021,0OL7GAHZPVL3L1YEQ,Т720НТ498
630,761,Nissan,Qashqai,2011,GB7PTE0EQIQ8Q1MLW,А401КУ235
631,123,Audi,A1,2000,7F8WNOPRC3UWZGCE8,В908ХТ612
632,595,BMW,7 Series,1987,DLYJY6YNF9TP09LMC,В742ОЕ509
633,387,Toyota,Land Cruiser,1980,EEXU82JPL3YT2WWAD,О330УА82
634,983,BMW,M8,1990,Z6CCG5OXVZ0OV5L1C,Н624МС676
635,78,Hyundai,Elantra,2000,9RXQ83XRB93NQ9NZV,В631ТУ551
636,859,Lada,2114,2011,2LGKT695ZR14ZT6V3,А940СК504
637,219,Kia,Ceed,1994,J0P5T79PRYAJBQROB,О126ОС145
638,462,Mercedes-Benz,C-Class,1990,SP0A68EBFTND5N2UR,Н647ТР442
639,157,Lincoln,Corsair,1982,GMBRIGK08JMRE72EB,Н902СР509
640,461,Audi,RS6,2020,GV0RP690ZYO4R8ZR9,Е710ОХ579
641,587,Nissan,X-Trail,2005,1Y1OOI9HRDVHYJY8Q,Е573ТТ390
642,622,Nissan,Teana,1981,9E5OPYARZYMSJLADX,О701ХМ244
643,485,Volkswagen,Passat,2017,209Y0OLWPSU26DX0F,Н251НЕ169
644,435,Toyota,Land Cruiser,1983,JZ0RJA3HJRWF7L1QC,Х470РС450
645,308,Porsche,Cayenne,1997,LL21OOVA9I8N9JUFI,Р160СР537
646,711,Hyundai,Solaris,1990,HRZBZ9I1OTVK5BND6,Х348СХ94
647,12,Mercedes-Benz,GLC,2019,C62LW8FMX7S5NXZXM,Т371РР246
648,419,Rolls-Royce,Wraith,2018,VYOBUXGSLO8R6K9YT,Е578АВ521
649,171,Hyundai,Santa Fe,2024,2DI99TTGI7H5ON8B9,С272МУ663
650,666,Volkswagen,Golf,2018,TNAXKTXGKCUF9XE3Q,У921УН438
651,244,Mercedes-Benz,E-Class,2012,W2977BH54OOQWXSOB,Р532ТУ656
652,702,BMW,M8,2004,1UIAQP8RD786FUPFN,Р431РА103
653,758,Lincoln,Corsair,1988,YYB73VK81Z3FKFI05,Н686ТК778
654,143,Ford,Mondeo,1983,74H4VXFCHDY5H5N99,У146НР486
655,475,Porsche,Macan,2014,THAZSO17WDI67OLNV,Н467ЕС124
656,430,Hyundai,Tucson,1986,T46RNP4QO0OJ4N2TU,Т235ЕК482
657,81,Cadillac,ATS,1988,29G3L5JTOYW5ZWQLZ,Е739ТМ324
658,825,Toyota,Corolla,1984,SUJBQV0R4GMPKJUUF,М990ТР688
659,329,Kia,Sportage,2008,W235X07M24U49FBK6,У606МК361
660,230,Cadillac,Escalade,1986,5PBCTW9WAI9D33TOW,Р901СО407
661,881,Mercedes-Benz,GLE,1980,RIEH13PR2VFRDBAZD,Т417МУ350
662,593,Toyota,Camry,2000,6A7UPJ1492HWU8ZPM,В733ХМ172
663,854,Lincoln,MKZ,2012,1V79ORZSNSERX02U6,Т112ЕО171
664,909,Audi,A5,1993,BUOD5JBCYZISF35CM,Н955НМ629
665,651,Lincoln,Continental,2014,YZ9J4E050LPEEZRO1,Х561РА254
666,441,Hyundai,Tucson,2018,C9P2HEZV3A775FN1D,К349ОТ693
667,109,Volkswagen,Polo,2022,ZWUHILBORN3EB9BF1,О117ХК325
